Composition,Alloy_class,Dataset,temperature(K),Citation,log_H2_W% (max)
Mg0.62Al0.38,Mg,HydPark,583,DOE_data_url,1.1939224684724346
Mg0.675Li0.2Si0.125,Mg,HydPark,583,DOE_data_url,0.9555114450274363
Mg0.67Li0.11Ni0.11Sn0.06Cu0.06,Mg,HydPark,583,DOE_data_url,0.9932517730102833
Mg0.6Al0.4,Mg,HydPark,583,DOE_data_url,0.6931471805599453
Mg0.725Li0.1Ni0.1Sn0.025Zn0.025Cu0.025,Mg,HydPark,583,DOE_data_url,0.8754687373538999
Mg0.725Li0.1Ni0.1Sn0.05Cu0.025,Mg,HydPark,583,DOE_data_url,0.9162907318741551
Mg0.72Li0.28,Mg,HydPark,623,DOE_data_url,1.8718021769015913
Mg0.75Li0.1Ni0.05Sn0.05Cu0.05,Mg,HydPark,583,DOE_data_url,0.832909122935104
Mg0.75Li0.1Ni0.1Cu0.05,Mg,HydPark,583,DOE_data_url,1.0647107369924282
Mg0.75Li0.1Ni0.1Sn0.05,Mg,HydPark,583,DOE_data_url,1.0647107369924282
Mg0.75Zn0.1Ni0.05,Mg,HydPark,572,DOE_data_url,1.3862943611198906
Mg0.7Li0.1Ni0.1Cu0.1,Mg,HydPark,583,DOE_data_url,0.9555114450274363
Mg0.7Li0.1Ni0.1Sn0.05Zn0.05,Mg,HydPark,583,DOE_data_url,0.9162907318741551
Mg0.7Li0.1Ni0.1Sn0.1,Mg,HydPark,583,DOE_data_url,1.1939224684724346
Mg0.7Li0.2Cu0.1,Mg,HydPark,583,DOE_data_url,0.5306282510621704
Mg0.7Li0.2Sn0.1,Mg,HydPark,583,DOE_data_url,0.4700036292457356
Mg0.7Li0.2Zn0.1,Mg,HydPark,583,DOE_data_url,0.7419373447293773
Mg0.8275Ni0.05Cu0.0775Zn0.045,Mg,HydPark,572,DOE_data_url,1.5686159179138452
Mg0.845Ni0.05Cu0.1Y0.005,Mg,HydPark,572,DOE_data_url,1.3609765531356006
Mg0.85Cu0.1Ni0.05,Mg,HydPark,572,DOE_data_url,1.410986973710262
Mg0.85Cu0.1Ni0.05Sn0.02,Mg,HydPark,572,DOE_data_url,1.1939224684724346
Mg0.85Li0.05Cu0.1,Mg,HydPark,583,DOE_data_url,0.4054651081081644
Mg0.85Li0.05Ni0.1,Mg,HydPark,583,DOE_data_url,0.8754687373538999
Mg0.8Al0.1Cu0.1,Mg,HydPark,583,DOE_data_url,0.9162907318741551
Mg0.8Al0.1La0.1,Mg,HydPark,583,DOE_data_url,1.6486586255873816
Mg0.8Al0.1Y0.1,Mg,HydPark,583,DOE_data_url,1.62924053973028
Mg0.8Li0.05Ni0.1Cu0.05,Mg,HydPark,583,DOE_data_url,0.7419373447293773
Mg0.8Li0.05Ni0.1Sn0.05,Mg,HydPark,583,DOE_data_url,1.252762968495368
Mg0.8Li0.05Ni0.1Zn0.05,Mg,HydPark,583,DOE_data_url,0.9555114450274363
Mg0.8Li0.1Cu0.1,Mg,HydPark,583,DOE_data_url,0.6418538861723948
Mg0.8Li0.1Ni0.1,Mg,HydPark,583,DOE_data_url,1.0986122886681098
Mg0.8Li0.1Si0.1,Mg,HydPark,583,DOE_data_url,0.832909122935104
Mg0.8Li0.1Sn0.1,Mg,HydPark,583,DOE_data_url,0.9932517730102833
Mg0.8Li0.1Zn0.1,Mg,HydPark,583,DOE_data_url,0.9555114450274363
Mg0.9Sc0.1,Mg,HydPark,648,DOE_data_url,1.9740810260220096
Mg0.58Al0.42,Mg,HydPark,623,DOE_data_url,1.252762968495368
Mg0.5Al0.5,Mg,HydPark,553,DOE_data_url,1.4816045409242156
Mg0.708La0.125Al0.167,Mg,HydPark,573,DOE_data_url,1.6486586255873816
Mg0.70Ni0.25Nd0.05,Mg,HydPark,573,DOE_data_url,1.4816045409242156
Mg0.75Al0.25,Mg,HydPark,623,DOE_data_url,1.5040773967762742
Mg0.80La0.10Al0.10,Mg,HydPark,575,DOE_data_url,1.7578579175523736
Mg0.80Ni0.15Nd0.05,Mg,HydPark,573,DOE_data_url,1.7749523509116738
Mg0.90La0.075Al0.025,Mg,HydPark,581,DOE_data_url,1.8082887711792655
Mg1.75Ni1,Mg,HydPark,573,DOE_data_url,1.33500106673234
Mg1.7Ni1Al0.3 ,Mg,HydPark,585,DOE_data_url,1.308332819650179
Mg1.92Ni1Al0.08,Mg,HydPark,568,DOE_data_url,1.5040773967762742
Mg10.8Ba1,Mg,HydPark,648,DOE_data_url,1.7749523509116738
Mg12Ce1,Mg,HydPark,598,DOE_data_url,1.9459101490553132
Mg12La1,Mg,HydPark,598,DOE_data_url,1.9315214116032138
Mg14Al12Ti3 ,Mg,HydPark,610,DOE_data_url,1.5686159179138452
Mg17Al10Ti2 ,Mg,HydPark,577,DOE_data_url,1.62924053973028
Mg17Al11Ti1,Mg,HydPark,577,DOE_data_url,1.7404661748405046
Mg17Al9Ti3 ,Mg,HydPark,610,DOE_data_url,1.7227665977411035
Mg17Ba2 ,Mg,HydPark,625,DOE_data_url,1.589235205116581
Mg17La2,Mg,HydPark,563,DOE_data_url,1.7749523509116738
Mg2.23Ni1,Mg,HydPark,596,DOE_data_url,1.589235205116581
Mg2.42Ni1 ,Mg,HydPark,574,DOE_data_url,1.589235205116581
Mg2Al3 ,Mg,HydPark,608,DOE_data_url,1.2809338454620642
Mg2CuAl0.125 ,Mg,HydPark,603,DOE_data_url,1.33500106673234
Mg2CuAl0.25 ,Mg,HydPark,603,DOE_data_url,1.3862943611198906
Mg2CuAl0.375 ,Mg,HydPark,603,DOE_data_url,1.4350845252893227
Mg2Ni0.63Fe0.37 ,Mg,HydPark,593,DOE_data_url,1.547562508716013
Mg2Ni0.75Al0.25 ,Mg,HydPark,600,DOE_data_url,1.5040773967762742
Mg2Ni0.75Fe0.25,Mg,HydPark,558,DOE_data_url,1.3609765531356006
Mg2Ni0.75Fe0.25,Mg,HydPark,585,DOE_data_url,1.5260563034950492
Mg2Ni0.85Al0.15 ,Mg,HydPark,600,DOE_data_url,1.4816045409242156
Mg3La1,Mg,HydPark,563,DOE_data_url,1.589235205116581
Mg4La1,Mg,HydPark,588,DOE_data_url,1.667706820558076
Mg7Zn3,Mg,HydPark,588,DOE_data_url,1.252762968495368
Mg9Ce1,Mg,HydPark,622,DOE_data_url,1.6094379124341003
Mg1La1,Mg,HydPark,563,DOE_data_url,1.2809338454620642
Mg1Mn0.35Ni0.35 ,Mg,HydPark,622,DOE_data_url,1.4586150226995167
Mg1Ni1,Mg,HydPark,298,DOE_data_url,1.0986122886681098
Mg1Ni0.86Co0.03,Mg,HydPark,573,DOE_data_url,1.1314021114911006
Mg1Ni0.86Mn0.03,Mg,HydPark,573,DOE_data_url,1.1314021114911006
Mg1Ti0.39Cu0.29 ,Mg,HydPark,623,DOE_data_url,1.5686159179138452
Mg0.90Ce0.1,Mg,Extracted,593,https://doi.org/10.1016/j.jmst.2020.02.042,1.9080599249242156
Mg2Fe1,Mg,Extracted,673,http://dx.doi.org/10.1088/0957-4484/21/9/095706,1.8671761085128091
Mg0.99Ni0.0167La0.0033,Mg,Extracted,598,https://doi.org/10.1016/j.ijhydene.2021.12.010,2.1029138978649784
Mg0.98Ni0.0167La0.0033,Mg,Extracted,448,https://doi.org/10.1016/j.ijhydene.2021.12.010,1.8855533485144158
Mg0.928Ni0.024Y0.048,Mg,Extracted,623,https://doi.org/10.1016/j.jma.2021.11.026,1.7749523509116738
Mg0.9Y0.015Ce0.015Ni0.07,Mg,Extracted,573,https://doi.org/10.1016/j.ijhydene.2021.02.184,1.8870696490323797
Sm5Mg41,Mg,Extracted,653,http://dx.doi.org/10.1016/j.ijhydene.2016.02.108,1.791759469228055
Mg0.80Ag0.15Al0.05,Mg,Extracted,573,https://doi.org/10.1021/acs.jpcc.6b08291,0.9932517730102833
Mg1.9Nd0.1Ni1,Mg,Extracted,573,http://dx.doi.org/10.1016/j.jallcom.2008.12.018,1.4701758451005926
Mg0.85Ag0.005Al0.1,Mg,Extracted,573,https://doi.org/10.1021/acs.jpcc.6b08291,1.5686159179138452
Mg2Ni0.9Co0.1,Mg,Extracted,573,https://doi.org/10.1038/s41598-024-51602-w,1.4182774069729414
La0.121Mg0.669Ni0.21,Mg,Extracted,523,https://doi.org/10.1016/0925-8388(96)02261-X,1.547562508716013
Mg2Ni1,Mg,Extracted,603,https://doi.org/10.1016/j.ijhydene.2006.09.037,1.4816045409242156
Mg2Ni1,Mg,Extracted,573,https://doi.org/10.1016/S0925-8388(97)00533-1,1.5260563034950492
Mg2Ni1,Mg,Extracted,553,https://doi.org/10.1016/j.ijhydene.2004.04.019,1.62924053973028
Mg0.85Ni0.10Pd0.05,Mg,Extracted,473,https://doi.org/10.1016/j.ijhydene.2011.08.042,1.7749523509116738
Mg0.757Ti0.068Cr0.121V0.053,Mg,Extracted,548,https://doi.org/10.1016/j.ijhydene.2006.08.030,1.6094379124341003
Mg0.805Zr0.065Fe0.091Cr0.039,Mg,Extracted,553,https://doi.org/10.1016/s0925-8388(00)01186-5,1.791759469228055
Mg0.833Ni0.132La0.036,Mg,Extracted,573,https://doi.org/10.1016/j.jallcom.2007.08.079,1.747459210331475
Mg0.889La0.034Ni0.077,Mg,Extracted,553,https://doi.org/10.1016/j.ijhydene.2005.06.007,1.8562979903656263
Mg0853Ni0.125La0.022,Mg,Extracted,573,https://doi.org/10.1016/j.jallcom.2007.08.079,1.7850704810772584
Mg0.664Ni0.332Pd0.003,Mg,Extracted,473,https://doi.org/10.1016/0925-8388(94)01348-9,1.252762968495368
Mg0.867Ni0.127La0.006,Mg,Extracted,573,https://doi.org/10.1016/j.jallcom.2007.08.079,1.7047480922384253
Mg0.9Ni0.047Fe0.024Ti0.029,Mg,Extracted,573,https://doi.org/10.1016/j.ijhydene.2008.05.097,2.0438143640366846
Mg0.313La0.01Ni0.051,Mg,Extracted,558,https://doi.org/10.1016/j.jallcom.2007.06.008,1.6094379124341003
Mg0.874La0.021Ni0.105,Mg,Extracted,373,https://doi.org/10.1016/j.ijhydene.2008.11.078,1.5686159179138452
Mg0.899La0.017Ni0.084,Mg,Extracted,623,https://doi.org/10.1016/0360-3199(93)E0009-A,1.7334238922150915
La0.5Ni1.5Mg17,Mg,Extracted,553,https://doi.org/10.1016/j.ijhydene.2005.04.027,1.6154199841116479
Mg22Y3,Mg,Extracted,373,http://dx.doi.org/10.1016/j.ijhydene.2015.12.099,1.2892326482767593
Mg22Y3,Mg,Extracted,423,http://dx.doi.org/10.1016/j.ijhydene.2015.12.099,1.597365331199831
Mg22Y3,Mg,Extracted,653,http://dx.doi.org/10.1016/j.ijhydene.2015.12.099,2.012232791986386
Mg0.242Ni0.055,Mg,Extracted,493,https://doi.org/10.1016/s0166-0462(99)00013-7,1.791759469228055
Mg0.956Ni0.044,Mg,Extracted,573,https://doi.org/10.1016/j.ijhydene.2006.08.029,1.7227665977411035
Mg0.95Mn0.05,Mg,atomic_per,473,https://doi.org/10.1016/S0925-8388(99)00442-9,1.9459101490553132
MgNi0.061,Mg,Extracted,423,https://doi.org/10.1021/jp044576c,2.0149030205422647
Mg0.95Ni0.05,Mg,atomic_per,473,https://doi.org/10.1016/S0925-8388(99)00442-9,1.791759469228055
Mg0.979Ni0.021,Mg,Extracted,503,https://doi.org/10.1016/S0360-3199(99)00057-9,1.9459101490553132
Mg1Zr0.015Ni0.026,Mg,Extracted,577,https://doi.org/10.1016/j.ijhydene.2008.09.076,1.8562979903656263
Mg0.331La0.001Ni0.005,Mg,Extracted,558,https://doi.org/10.1016/j.jallcom.2007.06.008,1.9459101490553132
Mg0.976Fe0.011Ti0.013,Mg,Extracted,673,https://doi.org/10.1016/0925-8388(94)01465-5,1.308332819650179
Mg0.99La0.005Ni0.005,Mg,Extracted,453,https://doi.org/10.1016/j.ijhydene.2009.05.024,1.6863989535702288
Mg0.33V0.009,Mg,Extracted,473,https://doi.org/10.1016/S0925-8388(99)00268-6,1.916922612182061
Mg0.95Ti0.05,Mg,Extracted,473,https://doi.org/10.1016/S0925-8388(99)00442-9,1.791759469228055
Mg0.95Ni0.05,Mg,Extracted,313,https://doi.org/10.1016/j.intermet.2007.06.005,0.8960880245566356
Mg0.95Ni0.05,Mg,Extracted,473,https://doi.org/10.1016/j.intermet.2007.06.005,1.8578592709325787
Mg0.80Ni0.20,Mg,Extracted,313,https://doi.org/10.1016/j.intermet.2007.06.005,1.3270750014599193
Mg0.7687Ni0.1278Y0.1035,Mg,Extracted,573,https://doi.org/10.1016/j.ijhydene.2020.04.142,1.6956156086751528
Hf2Cu1,A2B,HydPark,293,DOE_data_url,0.9162907318741551
Hf2Fe1,A2B,HydPark,295,DOE_data_url,0.7884573603642702
Hf2Pd1,A2B,HydPark,293,DOE_data_url,0.6931471805599453
Mg1.75Ti0.25Ni0.75Cu0.25,A2B,HydPark,573,DOE_data_url,1.0986122886681098
Mg1.9Al0.1Ni1,A2B,HydPark,523,DOE_data_url,1.5040773967762742
Mg1.9B0.1Ni1,A2B,HydPark,523,DOE_data_url,1.33500106673234
Mg1.9Si0.1Ni1,A2B,HydPark,523,DOE_data_url,1.3609765531356006
Mg1.9Ti0.1Ni1,A2B,HydPark,573,DOE_data_url,1.3609765531356006
Mg1.9Ti0.1Ni0.9Mn0.1,A2B,HydPark,523,DOE_data_url,1.410986973710262
Mg2Co1,A2B,HydPark,691,DOE_data_url,1.6486586255873816
Mg2Cu1,A2B,HydPark,568,DOE_data_url,1.2809338454620642
Mg2Ni1,A2B,HydPark,572,DOE_data_url,1.5260563034950492
Mg2Ni0.75Co0.25,A2B,HydPark,552,DOE_data_url,1.410986973710262
Mg2Ni0.75Co25,A2B,HydPark,573,DOE_data_url,1.4816045409242156
Mg2Ni0.75Cr0.25,A2B,HydPark,521,DOE_data_url,1.3862943611198906
Mg2Ni0.75Fe0.25,A2B,HydPark,526,DOE_data_url,1.33500106673234
Mg2Ni0.75Fe0.25,A2B,HydPark,573,DOE_data_url,1.4586150226995167
Mg2Ni0.75V0.25,A2B,HydPark,523,DOE_data_url,1.3609765531356006
Mg2Ni0.75Zn0.25,A2B,HydPark,519,DOE_data_url,1.4586150226995167
Mg2Ni0.75Co0.25,A2B,HydPark,523,DOE_data_url,1.4350845252893227
Mg2Ni0.75Cr0.25,A2B,HydPark,523,DOE_data_url,1.4350845252893227
Mg2Ni0.75Cu0.25,A2B,HydPark,523,DOE_data_url,1.4350845252893227
Mg2Ni0.75Mn0.25,A2B,HydPark,523,DOE_data_url,1.4350845252893227
Mg2Ni0.75Ti0.25,A2B,HydPark,523,DOE_data_url,1.4350845252893227
Mg2Ni0.7Zr0.3,A2B,HydPark,613,DOE_data_url,1.5040773967762742
Ti2Ni1,A2B,HydPark,423,DOE_data_url,0.9555114450274363
Zr2Pd1,A2B,HydPark,293,DOE_data_url,1.0647107369924282
Ce1Ni1,AB,HydPark,293,DOE_data_url,1.0296194171811581
Hf1Al1,AB,HydPark,323,DOE_data_url,0.4054651081081644
Hf1Co1,AB,HydPark,323,DOE_data_url,0.832909122935104
Hf1Ni1,AB,HydPark,323,DOE_data_url,0.832909122935104
La1Ni1,AB,HydPark,293,DOE_data_url,0.9932517730102833
Li0.94Pd1,AB,HydPark,573,DOE_data_url,0.6418538861723948
Th1Co1,AB,HydPark,313,DOE_data_url,0.8754687373538999
Th1Ni1,AB,HydPark,313,DOE_data_url,0.7884573603642702
Ti0.42Zr0.08Fe0.50,AB,HydPark,323,DOE_data_url,0.5306282510621704
Ti0.46Fe0.45V0.05Mn0.05,AB,HydPark,295,DOE_data_url,0.9932517730102833
Ti0.48Fe0.47V0.025Mn0.025,AB,HydPark,295,DOE_data_url,0.9932517730102833
Ti0.96Zr0.04Fe0.95Nb0.04,AB,HydPark,303,DOE_data_url,0.9932517730102833
Ti0.9Fe0.9B0.2,AB,HydPark,300,DOE_data_url,0.9162907318741551
Ti0.9La0.1Co1,AB,HydPark,423,DOE_data_url,0.9162907318741551
Ti0.9Zr0.1Fe1,AB,HydPark,303,DOE_data_url,0.6931471805599453
Ti1.1Fe1,AB,HydPark,323,DOE_data_url,0.9555114450274363
Ti1.1FeB0.001,AB,HydPark,323,DOE_data_url,0.7419373447293773
Ti1.3Fe1,AB,HydPark,298,DOE_data_url,1.0647107369924282
Ti1Co1,AB,HydPark,423,DOE_data_url,0.832909122935104
Ti1Co1,AB,HydPark,428,DOE_data_url,0.8754687373538999
Ti1Co1,AB,HydPark,389,DOE_data_url,0.5306282510621704
Ti1Co1,AB,HydPark,425,DOE_data_url,0.8960880245566356
Ti1Co0.5Fe0.5,AB,HydPark,373,DOE_data_url,0.7419373447293773
Ti1Co0.5Mn0.5,AB,HydPark,393,DOE_data_url,0.9555114450274363
Ti1Cu1,AB,HydPark,473,DOE_data_url,0.9932517730102833
Ti1Fe1,AB,HydPark,303,DOE_data_url,1.0647107369924282
Ti1Fe0.5Co0.5,AB,HydPark,423,DOE_data_url,0.7419373447293773
Ti1Fe0.6Ni0.4,AB,HydPark,323,DOE_data_url,0.9162907318741551
Ti1Fe0.7Mn0.2,AB,HydPark,313,DOE_data_url,1.0986122886681098
Ti1Fe0.7Mn0.3,AB,HydPark,313,DOE_data_url,0.9555114450274363
Ti1Fe0.88,AB,HydPark,313,DOE_data_url,1.0986122886681098
Ti1Fe0.8Be0.2,AB,HydPark,294,DOE_data_url,0.8754687373538999
Ti1Fe0.8Cr0.2,AB,HydPark,313,DOE_data_url,1.0296194171811581
Ti1Fe0.8Ni0.15Nb0.05,AB,HydPark,423,DOE_data_url,0.7419373447293773
Ti1Fe0.8Ni0.15V0.05,AB,HydPark,423,DOE_data_url,0.832909122935104
Ti1Fe0.8Ni0.2,AB,HydPark,323,DOE_data_url,0.832909122935104
Ti1Fe0.94Al0.06,AB,HydPark,303,DOE_data_url,0.7884573603642702
Ti1Fe0.95Cr0.05 ,AB,HydPark,313,DOE_data_url,0.9932517730102833
Ti1Fe0.95Mn0.05,AB,HydPark,323,DOE_data_url,0.9555114450274363
Ti1Fe0.95V0.05,AB,HydPark,313,DOE_data_url,0.9932517730102833
Ti1Fe0.96Nb0.04,AB,HydPark,313,DOE_data_url,0.9932517730102833
Ti1Fe0.9Al0.1,AB,HydPark,298,DOE_data_url,0.832909122935104
Ti1Fe0.9Co0.1,AB,HydPark,313,DOE_data_url,1.0296194171811581
Ti1Fe0.9Cr0.1,AB,HydPark,313,DOE_data_url,0.9932517730102833
Ti1Fe0.9Cu0.1,AB,HydPark,313,DOE_data_url,0.7884573603642702
Ti1Fe0.9Mn0.1,AB,HydPark,298,DOE_data_url,1.0647107369924282
Ti1Fe0.9Mo0.1,AB,HydPark,313,DOE_data_url,0.9932517730102833
Ti1Fe0.9Ni0.1,AB,HydPark,313,DOE_data_url,0.9555114450274363
Ti1Ni1,AB,HydPark,473,DOE_data_url,0.832909122935104
U1Co1,AB,HydPark,423,DOE_data_url,0.4700036292457356
Zr0.5Hf0.5Co1,AB,HydPark,473,DOE_data_url,0.7419373447293773
Zr0.7Hf0.3Co1,AB,HydPark,473,DOE_data_url,0.8754687373538999
Zr0.7Ti0.3Co0.7Ni0.3,AB,HydPark,373,DOE_data_url,0.7419373447293773
Zr1Co1,AB,HydPark,703,DOE_data_url,1.0986122886681098
Zr1Co0.84Ni0.16,AB,HydPark,523,DOE_data_url,0.9555114450274363
Zr1Ni1,AB,HydPark,523,DOE_data_url,0.9932517730102833
Zr1Ni0.8Co0.2,AB,HydPark,505,DOE_data_url,1.0296194171811581
Ti0.7875Zr0.2625Mn0.8Cr1.05V0.05Cu0.1,AB2,HydPark,303,DOE_data_url,1.0296194171811581
Ca1Ni2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ce1Al1.25Cr0.75,AB2,HydPark,294,DOE_data_url,0.4700036292457356
Ce1Mg2,AB2,HydPark,489,DOE_data_url,1.410986973710262
Ce1Mn1Al1,AB2,HydPark,294,DOE_data_url,0.6418538861723948
Ce1Mn1Al1,AB2,HydPark,300,DOE_data_url,0.7419373447293773
Dy1Fe2,AB2,HydPark,294,DOE_data_url,1.308332819650179
Er1Fe2,AB2,HydPark,297,DOE_data_url,0.9932517730102833
Er1Fe2,AB2,HydPark,353,DOE_data_url,0.9162907318741551
Er1Mn2,AB2,HydPark,295,DOE_data_url,1.0116009116784799
Gd1Co2,AB2,HydPark,473,DOE_data_url,0.9162907318741551
Gd1Fe2,AB2,HydPark,293,DOE_data_url,0.9555114450274363
Gd1Fe1Al1,AB2,HydPark,300,DOE_data_url,0.7884573603642702
Gd1Mn2,AB2,HydPark,633,DOE_data_url,0.7419373447293773
Gd1Ni2,AB2,HydPark,573,DOE_data_url,0.9162907318741551
Gd1NiAl,AB2,HydPark,300,DOE_data_url,0.5877866649021191
Gd1Rh2,AB2,HydPark,415,DOE_data_url,0.6418538861723948
Gd1Ru2,AB2,HydPark,498,DOE_data_url,0.6931471805599453
Ho0.6Zr0.4Co2,AB2,HydPark,323,DOE_data_url,0.6931471805599453
Ho0.8Zr0.2Co2,AB2,HydPark,323,DOE_data_url,0.7884573603642702
Ho1Ru2,AB2,HydPark,428,DOE_data_url,0.7419373447293773
La1Mn1Al1,AB2,HydPark,294,DOE_data_url,0.7884573603642702
La1Rh2,AB2,HydPark,473,DOE_data_url,0.8754687373538999
Li1Pd2,AB2,HydPark,573,DOE_data_url,0.5877866649021191
Mg1Y1Ni4,AB2,HydPark,313,DOE_data_url,0.7178397931503169
Pr1Co2,AB2,HydPark,373,DOE_data_url,0.9162907318741551
Sc1Fe2,AB2,HydPark,413,DOE_data_url,1.0986122886681098
Sc1Mn2,AB2,HydPark,413,DOE_data_url,1.2237754316221157
Sm1Co2,AB2,HydPark,313,DOE_data_url,0.9162907318741551
Tb0.27Dy0.73Fe2,AB2,HydPark,473,DOE_data_url,0.9162907318741551
Ti0.475Zr0.475La0.05Mn0.8Cr0.8Ni0.4,AB2,HydPark,313,DOE_data_url,1.0296194171811581
Ti0.52Zr0.48Ni1.01V0.39Cr0.22Mn0.21Fe0.19Al0.19,AB2,HydPark,295,DOE_data_url,0.8754687373538999
Ti0.5Zr0.5Cr1.5Ni0.5,AB2,HydPark,313,DOE_data_url,0.8754687373538999
Ti0.5Zr0.5Mn0.9Cr0.9Ni0.4,AB2,HydPark,313,DOE_data_url,0.9555114450274363
Ti0.5Zr0.5Mn1.2Fe0.3,AB2,HydPark,393,DOE_data_url,1.0647107369924282
Ti0.5Zr0.5Mn1.36Fe0.34,AB2,HydPark,373,DOE_data_url,0.9162907318741551
Ti0.5Zr0.5Mn2,AB2,HydPark,343,DOE_data_url,1.0296194171811581
Ti0.6Zr0.4Mn1.5Cu0.3Si0.2,AB2,HydPark,293,DOE_data_url,0.6418538861723948
Ti0.6Zr0.4Mn1.6Cu0.3Si0.1,AB2,HydPark,293,DOE_data_url,0.832909122935104
Ti0.6Zr0.4Mn1.9Cu0.1,AB2,HydPark,293,DOE_data_url,0.9932517730102833
Ti0.73Zr0.27Mn1.25Cr0.75Cu0.1,AB2,HydPark,293,DOE_data_url,0.9932517730102833
Ti0.75Zr0.25Cr1.5Ni0.5,AB2,HydPark,313,DOE_data_url,0.9932517730102833
Ti0.75Zr0.25Cr1Ni1,AB2,HydPark,313,DOE_data_url,0.9162907318741551
Ti0.77Zr0.23Mn0.67Cr0.67Cu0.67,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Ti0.7Zr0.3Mn1.9Mo0.1,AB2,HydPark,290,DOE_data_url,0.9932517730102833
Ti0.8Zr0.2Mn0.8Cr1.0Fe0.2,AB2,HydPark,293,DOE_data_url,1.0296194171811581
Ti0.8Zr0.2Mn1.2Cr0.8,AB2,HydPark,293,DOE_data_url,1.0986122886681098
Ti0.8Zr0.2Mn1.2V0.2Cr0.6,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti0.8Zr0.2Mn1.4V0.2Cr0.4,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti0.8Zr0.2Mn1.5Cr0.5,AB2,HydPark,303,DOE_data_url,1.0986122886681098
Ti0.8Zr0.2Mn1.5Cu0.5,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Ti0.8Zr0.2Mn1.5Fe0.5,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Ti0.8Zr0.2Mn1.5V0.5,AB2,HydPark,303,DOE_data_url,1.0986122886681098
Ti0.8Zr0.2Mn1.6V0.2Cr0.2,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti0.8Zr0.2Mn1.7V0.2Mo0.1,AB2,HydPark,287,DOE_data_url,1.0986122886681098
Ti0.8Zr0.2Mn1.8Mo0.2,AB2,HydPark,293,DOE_data_url,0.9932517730102833
Ti0.8Zr0.2Mn1Cr1,AB2,HydPark,303,DOE_data_url,1.0296194171811581
Ti0.8Zr0.2V0.6Mn0.2Pd0.1Ni0.8Fe0.2,AB2,HydPark,298,DOE_data_url,0.832909122935104
Ti0.8Zr0.3Mn1.4La0.05V0.2Cr0.2,AB2,HydPark,293,DOE_data_url,1.0296194171811581
Ti0.8Zr0.3Mn1.4Mo0.05Cu0.05V0.2Cr0.2,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti0.8Zr0.3Mn1.4Mo0.1V0.1Cr0.2,AB2,HydPark,293,DOE_data_url,1.0296194171811581
Ti0.8Zr0.3Mn1.5V0.4Cr0.2,AB2,HydPark,293,DOE_data_url,0.9932517730102833
Ti0.8Zr0.3Mn1.6Cr0.2Al0.1,AB2,HydPark,293,DOE_data_url,0.5306282510621704
Ti0.95Zr0.05Cr1.2Mn0.6Co0.2,AB2,HydPark,293,DOE_data_url,1.0296194171811581
Ti0.95Zr0.05Cr1.2Mn0.75V0.05,AB2,HydPark,293,DOE_data_url,1.0296194171811581
Ti0.95Zr0.05Cr1.2Mn0.7V0.1,AB2,HydPark,293,DOE_data_url,1.0296194171811581
Ti0.95Zr0.05Cr1.2Mn0.8,AB2,HydPark,293,DOE_data_url,0.9932517730102833
Ti0.95Zr0.05Mn1.45Al0.5,AB2,HydPark,298,DOE_data_url,0.8754687373538999
Ti0.95Zr0.05Mn1.45Co0.5,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti0.95Zr0.05Mn1.45Cr0.5,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti0.95Zr0.05Mn1.45Ni0.5,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti0.95Zr0.05Mn1.45V0.5,AB2,HydPark,298,DOE_data_url,1.0986122886681098
Ti0.95Zr0.05Mn1.48V0.43Fe0.08Al0.01,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti0.95Zr0.05Mn1.95,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti0.98Zr0.02Mn1.5V0.43Fe0.09Cr0.05,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti0.98Zr0.02V0.43Fe0.09Cr0.05Mn1.5,AB2,HydPark,293,DOE_data_url,0.9555114450274363
Ti0.9Zr0.15Mn1.6Cr0.2V0.2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti0.9Zr0.1Mn1.4Cr0.45Fe0.15,AB2,HydPark,293,DOE_data_url,1.1631508098056809
Ti0.9Zr0.1Mn1.4Cr0.4V0.2,AB2,HydPark,300,DOE_data_url,0.9932517730102833
Ti0.9Zr0.2Mn1.4Cr0.4V0.2Fe0.2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti0.9Zr0.2Mn1.4Cr0.4V0.2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti0.9Zr0.2Mn1.6Cr0.2V0.2Fe0.2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti0.9Zr0.2Mn1.6Ni0.2V0.2Fe0.2,AB2,HydPark,298,DOE_data_url,1.0986122886681098
